property_id,property_type,property_age,crime_rate,construction_materials,weather_precipitation,weather_temperature,claim_type,claim_amount,property_damage_cost,insured_value,policyholder_age,property_size
1481,-,2,937.3,Wood,28.39,23.95,,8894.89,9134.53,27078.06,67,13539
7034,Apartment,50,331.9,Wood,32.66,20.9,Water Damage,10387.74,6601.79,40591.71,32,4059
7694,Apartment,25,127.4,Steel,20.62,47.24,Water Damage,8608.81,19166.68,49015.12,63,4902
7146,Single-Family Home,6,782.6,Wood,20.57,45.79,Fire,16411.91,24829.14,102929.17,56,20586
7403,Single-Family Home,31,252.1,Wood,12.92,88.3,Theft,3028.2,6871.52,17032.5,35,3406
6135,-,44,5998.5,Concrete,12.59,82.02,,16563.27,15333.61,95157.29,28,47579
189,Single-Family Home,47,3105.6,Wood,31.99,56.51,Fire,16592.51,33888.57,90967.63,63,18194
2896,Single-Family Home,13,745.7,Wood,15.87,43.22,Water Damage,7133.24,9884.35,27084.48,33,5417
244,Single-Family Home,5,1570.9,Wood,11.71,41.71,Fire,16177.43,17316.21,64567.39,63,12913
5528,Apartment,22,720.9,Concrete,36.17,92.43,Fire,13640.51,20397.75,56196.59,72,5620
2310,Commercial Building,9,443.6,Steel,28.94,49.79,Water Damage,5041.94,6863.89,26900.21,75,13450
589,Single-Family Home,-50,1182.6,Wood,23.18,78.5,Fire,19927.04,28961.58,103105.82,75,20621
2701,Commercial Building,31,1462.2,Concrete,27.82,92.09,Fire,15133.47,23284.01,85534.76,65,42767
2512,-,16,698.1,Wood,14.74,58.1,,9637.84,11712.34,45885.21,40,4589
609,Single-Family Home,-3,1213.1,Wood,14.4,47.01,Fire,19222.68,20118.98,66542.15,25,13308
3471,Single-Family Home,2,1664.8,Wood,39.0,67.26,Fire,17052.68,27570.48,98731.07,46,19746
9267,-,13,3948.7,Steel,24.95,53.45,,8145.79,12211.38,45344.31,59,22672
9169,Commercial Building,-16,2120.7,Concrete,35.81,46.79,Water Damage,9461.54,7635.2,32902.59,62,16451
9487,Commercial Building,8,874.2,Wood,30.43,48.9,Theft,4003.82,2353.62,12108.63,74,6054
932,Commercial Building,24,2045.2,Wood,33.17,55.7,Water Damage,10925.55,14375.04,54595.34,18,27298
1838,Apartment,48,153.6,Wood,110.31,77.24,Theft,3764.81,6659.33,20386.06,68,2039
4880,-,7,1471.3,Wood,16.39,50.45,,8522.15,6796.45,23310.5,72,11655
842,Single-Family Home,19,1084.2,Wood,34.65,84.1,Fire,15663.01,19572.1,83363.85,32,16673
4687,Apartment,32,1149.1,Wood,13.06,85.23,Water Damage,11559.01,20627.02,96005.66,39,9601
9154,Single-Family Home,11,429.0,Wood,10.18,3.63,Fire,15731.06,17204.23,60227.6,77,12046
5830,Single-Family Home,18,2759.7,Wood,38.84,91.57,Fire,19353.98,19814.38,89619.79,79,17924
5075,Commercial Building,6,2572.0,Wood,25.38,42.44,Fire,18084.81,32720.38,92496.09,24,46248
9482,Commercial Building,8,5650.7,Concrete,36.25,42.72,Water Damage,9903.84,9630.15,57812.62,52,28906
1033,Single-Family Home,6,2061.2,Wood,33.84,26.28,Fire,13733.85,23728.63,59666.59,37,11933
4966,Commercial Building,40,1470.5,Wood,10.81,54.45,Water Damage,8920.73,13463.49,34301.34,25,17151
521,Commercial Building,40,5866.6,Wood,23.52,16.46,Water Damage,8325.85,17028.28,59957.44,57,29979
7667,Apartment,17,468.3,Concrete,29.01,59.12,Water Damage,6355.77,9380.99,42811.94,21,4281
3367,Single-Family Home,21,2061.6,Wood,17.83,46.81,Fire,15546.91,13144.75,52613.47,46,10523
1101,Apartment,16,175.6,Concrete,80.49,72.4,Fire,11814.12,17670.11,49920.03,70,4992
642,Single-Family Home,24,486.4,Wood,28.47,36.33,Water Damage,6238.39,6022.86,19330.75,21,3866
3433,Single-Family Home,19,1565.2,Wood,39.3,84.23,Fire,17429.47,9602.12,41609.13,51,8322
4944,Single-Family Home,26,2109.0,Wood,27.7,94.08,Fire,17851.7,27247.36,128920.92,47,25784
9206,Single-Family Home,23,1233.5,Wood,31.93,49.23,Fire,15195.11,15022.23,67259.13,48,13452
3502,Single-Family Home,13,1386.3,Wood,27.76,90.32,Fire,17470.62,23595.08,114244.4,74,22849
6050,Apartment,24,168.7,Concrete,12.85,87.44,Water Damage,8748.05,14680.23,63117.19,60,6312
9313,-,13,1301.0,Steel,30.94,54.85,,17166.73,11213.7,79693.92,50,7969
1765,Single-Family Home,9,301.5,Wood,24.95,48.98,Water Damage,8470.54,7084.81,34780.35,18,6956
3977,Apartment,47,120.0,Concrete,11.28,54.17,Water Damage,7066.36,13000.48,49793.39,59,4979
5143,Single-Family Home,16,1177.7,Wood,29.76,60.55,Water Damage,11346.25,10149.16,40929.64,39,8186
1594,Apartment,35,519.9,Wood,33.23,60.62,Water Damage,4597.68,5807.16,26413.13,52,2641
433,Commercial Building,32,1378.1,Wood,18.47,56.15,Water Damage,9731.14,8068.34,35335.74,50,17668
5253,-,32,763.1,Wood,33.66,93.53,,5376.04,6196.45,20413.25,70,4083
3261,Apartment,41,46.0,Concrete,28.94,83.15,Water Damage,6188.06,7283.94,23629.08,76,2363
3390,Apartment,8,448.1,Wood,20.19,84.18,Fire,16528.0,16852.14,57075.63,58,5708
5345,Commercial Building,4,1875.7,Wood,39.46,51.46,Fire,13489.1,21968.3,76258.2,74,38129
500,Single-Family Home,27,1610.1,Wood,26.89,46.86,Water Damage,7883.78,12250.23,56747.25,39,11349
4152,Apartment,20,987.7,Steel,19.57,59.3,Water Damage,9294.31,12460.86,58489.26,32,5849
823,Apartment,27,136.6,Concrete,69.81,43.01,Water Damage,8484.59,12434.04,35947.6,45,3595
611,Apartment,11,1362.9,Concrete,26.02,52.28,Fire,14104.56,20865.66,103801.54,51,10380
9611,Commercial Building,41,2648.9,Concrete,12.28,74.81,Water Damage,8956.38,13950.89,63804.75,28,31902
5172,Apartment,9,147.4,Concrete,23.43,43.02,Water Damage,9361.64,10027.18,29910.94,30,2991
1369,Single-Family Home,13,1349.4,Wood,47.68,71.64,Fire,14250.2,21961.83,69234.63,34,13847
2089,Apartment,44,899.3,Concrete,37.11,72.18,Fire,14926.97,40074.15,119683.16,80,11968
8267,Apartment,4,149.9,Wood,115.94,91.94,Water Damage,8107.44,3920.81,20698.26,43,2070
8788,Apartment,46,93.6,Wood,23.05,73.03,Water Damage,5597.21,9864.46,41162.04,41,4116
2193,Single-Family Home,42,2459.3,Wood,10.29,36.73,Fire,14325.44,16008.65,67931.22,37,13586
4960,Single-Family Home,8,1222.9,Wood,28.1,52.53,Water Damage,5460.47,8489.85,34024.91,21,6805
7308,Single-Family Home,39,230.0,Wood,36.56,86.25,Theft,2410.83,1700.88,6602.19,29,1320
9160,Commercial Building,30,5824.5,Wood,18.98,70.69,Water Damage,9209.37,15630.08,73149.06,28,36575
6573,Commercial Building,19,2577.7,Wood,22.72,46.34,Water Damage,7151.28,7715.17,38078.0,37,19039
7038,Apartment,10,1134.2,Steel,11.79,18.35,Fire,18697.34,12061.68,66549.44,24,6655
4930,Apartment,28,269.4,Wood,85.87,75.65,Water Damage,5822.93,6765.29,30196.97,27,3020
1356,Single-Family Home,5,625.7,Wood,19.94,33.17,Fire,12089.54,11087.49,45161.35,61,9032
7645,Apartment,37,197.2,Wood,37.7,56.96,Water Damage,6093.76,4083.42,16441.53,63,1644
7521,Commercial Building,4,2791.3,Concrete,10.92,58.61,Water Damage,5597.56,7085.66,82894.85,79,16579
9540,Apartment,33,1013.7,Steel,18.1,6.52,Fire,10778.42,25033.42,99658.47,79,9966
9900,Commercial Building,9,4199.7,Steel,36.98,50.4,Fire,14988.94,22569.59,67511.3,66,33756
2790,Apartment,40,282.0,Concrete,24.53,57.73,Theft,3134.69,5556.68,26014.71,19,2601
909,Apartment,47,160.6,Concrete,39.72,63.0,Fire,13201.45,19700.22,57707.94,44,5771
7036,Single-Family Home,48,2747.3,Wood,23.29,63.67,Fire,12971.14,26632.22,88830.7,35,17766
3171,Commercial Building,14,1681.7,Wood,11.41,55.62,Fire,13597.4,10714.92,51315.52,63,25658
3847,Apartment,3,1086.8,Wood,22.55,23.12,Fire,15855.92,22639.02,82655.87,53,8266
4406,Single-Family Home,36,1039.2,Wood,40.23,20.77,Fire,9388.55,9176.52,42339.63,59,8468
8523,Single-Family Home,18,1663.6,Wood,21.93,62.72,Fire,19948.4,21487.4,218639.05,29,17491
1239,Single-Family Home,14,582.1,Wood,93.43,39.15,Water Damage,5607.86,2429.9,16715.81,40,3343
2579,Apartment,37,124.0,Wood,86.26,59.18,Water Damage,6801.41,14081.34,31336.75,55,3134
5003,Single-Family Home,30,2492.5,Wood,17.66,45.81,Fire,13322.88,31706.23,70453.63,74,14091
1080,Commercial Building,11,2899.5,Wood,29.53,45.33,Water Damage,8253.97,7109.62,30995.45,36,15498
9791,Apartment,26,245.4,Steel,27.07,93.25,Theft,3391.95,3442.49,18529.22,32,1853
6268,Apartment,38,221.3,Concrete,12.04,82.04,Water Damage,8995.53,21968.34,87724.33,35,8772
9140,Apartment,7,425.0,Concrete,17.28,64.4,Theft,3175.86,6348.1,24252.91,58,2425
4952,Commercial Building,36,2499.2,Concrete,28.2,82.15,Water Damage,9540.75,15479.33,41647.22,42,20824
8037,Apartment,15,572.2,Concrete,20.16,51.78,Water Damage,7149.02,12939.46,53331.92,36,5333
2850,Single-Family Home,6,607.7,Wood,14.08,51.17,Fire,15788.6,13143.52,63652.83,63,12731
7454,Single-Family Home,50,1261.6,Wood,87.23,23.1,Fire,11584.52,21452.94,68995.37,76,13799
9937,Single-Family Home,4,154.8,Wood,36.07,59.46,Theft,1821.19,1180.29,8662.89,55,1733
3708,Apartment,30,567.6,Wood,18.34,45.61,Fire,13432.45,29852.82,120673.38,62,12067
7772,Single-Family Home,29,1411.2,Wood,32.08,91.39,Water Damage,8312.08,9041.01,43879.45,36,8776
6223,Apartment,4,925.4,Steel,87.92,23.43,Fire,13831.12,11799.82,75916.5,69,7592
1016,Single-Family Home,35,252.4,Wood,11.4,92.33,Fire,15657.67,33903.13,90888.15,32,18178
8863,Commercial Building,14,2520.2,Steel,16.48,43.24,Water Damage,7926.07,10985.57,41872.09,78,20936
5084,Apartment,45,3544.5,Steel,36.33,12.43,Fire,17019.42,50943.51,203262.46,24,20326
3308,Single-Family Home,1,1851.4,Wood,19.38,62.9,Fire,13535.85,23689.69,107050.29,73,21410
6829,Single-Family Home,12,876.7,Wood,34.39,71.93,Water Damage,10964.83,13668.73,46994.37,44,9399
7690,Apartment,50,450.4,Concrete,28.22,43.03,Water Damage,10095.96,8292.43,28614.64,77,2861
7538,Commercial Building,34,3443.7,Wood,34.57,59.51,Water Damage,7699.07,10513.54,47173.14,48,23587
4089,Apartment,34,840.5,Wood,31.15,70.77,Fire,14505.66,27553.27,89016.53,38,8902
8931,Single-Family Home,15,1751.0,Wood,13.26,85.99,Fire,13956.75,12927.01,72936.55,74,14587
1205,Apartment,16,236.5,Wood,27.93,76.06,Water Damage,5395.94,8404.44,28368.16,34,2837
9439,Apartment,32,132.9,Concrete,20.78,26.01,Water Damage,7563.75,14335.63,41509.62,22,4151
2631,Single-Family Home,34,888.0,Wood,10.97,70.21,Fire,20142.95,15412.33,55483.69,35,11097
4508,Commercial Building,40,1025.3,Wood,46.26,65.66,Water Damage,6999.7,5415.81,30761.37,44,15381
3434,Commercial Building,50,1358.4,Wood,25.79,50.91,Water Damage,9055.32,7061.78,41736.62,20,20868
8343,Single-Family Home,42,2486.9,Wood,23.2,68.61,Fire,19280.04,36195.16,158766.11,59,31753
910,Commercial Building,23,796.7,Wood,102.43,91.02,Water Damage,10558.64,15911.24,54204.43,66,27102
5046,Single-Family Home,1,1341.9,Wood,10.12,4.09,Fire,18652.86,10309.16,45342.1,23,9068
1708,-,21,2404.9,Wood,18.63,61.94,,14066.62,21772.27,90913.61,30,18183
9419,Single-Family Home,22,406.7,Wood,23.97,15.03,Theft,2176.48,2115.08,12684.27,55,2537
8389,Commercial Building,18,355.1,Wood,21.18,64.62,Theft,3365.34,2135.3,11540.9,57,5770
1962,Single-Family Home,6,1609.8,Wood,15.6,17.7,Fire,13012.77,17495.37,90363.65,51,18073
9667,Apartment,2,488.7,Concrete,14.29,46.0,Water Damage,8096.67,13080.31,54719.56,56,5472
3121,Single-Family Home,42,472.6,Wood,23.9,33.01,Fire,14916.15,35430.5,99481.68,32,19896
5201,Apartment,46,568.9,Wood,23.97,43.12,Water Damage,8010.37,10381.95,42238.97,62,4224
2644,Apartment,3,285.7,Concrete,24.96,52.39,Water Damage,10399.59,15586.25,40241.18,49,4024
9524,Single-Family Home,15,460.9,Wood,33.05,59.36,Theft,4003.79,2447.9,18197.09,67,3639
2218,Single-Family Home,44,507.2,Wood,18.58,57.94,Water Damage,9648.54,11552.31,37596.76,56,7519
119,Commercial Building,44,1676.5,Wood,14.74,79.34,Theft,3113.11,7203.77,23860.79,36,11930
5234,Single-Family Home,37,288.9,Wood,28.24,51.39,Water Damage,7662.61,17228.63,54581.13,73,10916
7634,Single-Family Home,3,3274.4,Wood,34.95,48.98,Fire,16660.41,19486.41,94365.79,41,18873
6062,Apartment,36,88.6,Wood,13.89,59.02,Fire,11752.87,18077.19,77553.61,76,7755
3497,Commercial Building,45,630.1,Wood,28.92,83.69,Water Damage,7477.94,4807.14,32869.62,51,16435
7462,Commercial Building,30,1690.9,Wood,15.1,42.17,Water Damage,10228.58,15499.4,63485.27,64,31743
8048,Single-Family Home,30,505.5,Wood,28.8,80.25,Water Damage,4331.74,7101.28,18097.01,28,3619
6361,Apartment,35,1058.8,Concrete,73.59,93.37,Water Damage,9566.63,14821.94,66716.24,30,6672
3487,Single-Family Home,50,2590.9,Wood,22.09,35.36,Fire,20294.65,19099.27,87733.81,25,17547
8652,Commercial Building,3,1904.9,Steel,12.27,68.23,Fire,15088.46,36390.56,79204.83,79,39602
7835,Single-Family Home,20,899.4,Wood,17.79,91.3,Fire,9475.09,14983.11,47624.1,55,9525
6901,Single-Family Home,21,423.4,Wood,29.43,27.3,Theft,2368.17,3042.93,11550.24,23,2310
783,Apartment,7,74.8,Wood,31.42,89.68,Water Damage,7871.19,11233.22,46296.22,50,4630
7137,Commercial Building,41,1506.3,Concrete,38.16,50.08,Theft,2658.19,7563.48,22413.38,72,11207
7051,Single-Family Home,33,1323.5,Wood,31.95,80.67,Fire,12509.17,29273.58,85768.32,27,17154
1961,Apartment,31,150.4,Concrete,25.08,89.74,Water Damage,6655.21,10890.86,30353.49,72,3035
9041,Apartment,8,163.5,Wood,36.61,56.36,Water Damage,8266.28,14892.61,39580.39,68,3958
1214,Single-Family Home,46,3727.9,Wood,23.44,64.57,Fire,15256.03,35025.56,121491.26,25,24298
4694,Single-Family Home,3,33.8,Wood,16.22,49.95,Theft,3621.06,2050.61,11799.45,19,2360
9110,Apartment,44,362.5,Steel,19.75,10.4,Fire,10875.22,12382.9,40516.23,22,4052
9042,Single-Family Home,40,632.9,Wood,33.29,54.31,Fire,12454.3,12983.24,56608.59,56,11322
4576,Single-Family Home,33,2629.4,Wood,18.77,2.41,Fire,18705.25,26680.02,122008.97,26,24402
593,Apartment,48,266.5,Concrete,22.4,7.56,Water Damage,10425.98,14338.21,50418.12,34,5042
5387,Apartment,4,647.8,Concrete,30.38,30.1,Water Damage,6419.52,10992.62,35192.3,56,3519
9503,Apartment,3,962.2,Wood,16.13,84.77,Water Damage,8217.98,14540.69,61107.51,49,6111
382,Single-Family Home,50,1646.9,Wood,28.09,46.68,Fire,15153.24,9589.09,47520.62,40,9504
724,-,12,209.3,Wood,26.38,57.69,,9826.95,4995.62,38487.86,56,3849
8714,Single-Family Home,24,1405.1,Wood,22.25,6.34,Fire,15743.38,14224.53,81450.6,75,16290
5866,Apartment,-24,616.4,Wood,21.79,92.12,Water Damage,10104.29,14017.27,39114.75,57,3911
4652,Apartment,19,494.1,Concrete,37.02,46.09,Water Damage,7564.66,8287.07,33119.82,46,3312
5536,Commercial Building,1,9515.8,Steel,11.94,45.82,Fire,15730.09,25405.36,121088.57,79,60544
9684,Apartment,35,390.7,Concrete,14.44,65.47,Water Damage,9716.52,28343.44,63706.7,36,6371
6595,Commercial Building,39,1074.7,Wood,11.63,62.03,Water Damage,8008.86,15288.44,35156.81,71,17578
6045,Commercial Building,25,2487.8,Wood,95.98,4.6,Water Damage,7659.82,8621.53,29529.5,57,14765
410,Apartment,34,945.3,Wood,14.12,62.86,Fire,14011.4,23086.24,64589.69,67,6459
3591,Apartment,21,519.2,Concrete,10.04,42.04,Water Damage,9290.35,4811.27,35775.93,51,3578
4131,Commercial Building,38,3125.2,Wood,27.08,93.53,Water Damage,9225.22,10035.58,40665.1,28,20333
9321,Single-Family Home,8,377.8,Wood,21.98,92.21,Water Damage,5935.9,3433.73,27833.47,28,5567
283,Commercial Building,49,3901.2,Wood,28.88,10.65,Fire,16545.0,18398.6,91362.98,74,45681
5428,Single-Family Home,42,680.8,Wood,31.06,6.55,Fire,21109.26,17674.06,60391.76,24,12078
154,Apartment,45,171.3,Wood,18.61,67.2,Water Damage,3816.07,5765.18,16305.14,26,1631
5354,Single-Family Home,26,1715.2,Wood,29.41,76.2,Fire,17572.44,9885.48,57582.94,53,11517
406,Single-Family Home,43,2669.4,Wood,24.05,78.02,Fire,16672.86,22962.1,109356.71,48,21871
3265,Apartment,7,40.3,Wood,33.17,63.25,Water Damage,6455.0,4644.34,24400.33,20,2440
1988,Single-Family Home,29,270.0,Wood,17.48,9.91,Fire,12445.05,6195.5,34335.11,34,6867
9879,Single-Family Home,4,179.7,Wood,21.4,94.64,Water Damage,9386.06,6364.3,30723.84,77,6145
7243,Single-Family Home,30,2435.0,Wood,20.7,63.17,Fire,14322.52,9564.55,65181.08,37,13036
907,Apartment,32,828.4,Concrete,33.24,24.74,Fire,15645.75,30721.27,81844.67,22,8184
5108,Apartment,15,379.7,Wood,22.07,40.43,Water Damage,6834.32,6020.37,24889.98,56,2489
7787,-,20,906.0,Wood,33.99,82.14,,11041.2,4715.37,45793.44,41,9159
6034,Single-Family Home,9,460.1,Wood,35.04,63.81,Fire,15225.43,10502.23,54406.64,20,10881
1090,Apartment,14,491.4,Steel,18.08,62.07,Water Damage,5783.25,12134.4,37539.09,52,3754
4318,Commercial Building,38,2288.7,Wood,25.29,40.33,Fire,19563.69,34472.71,92993.25,39,46497
1170,Single-Family Home,14,390.4,Wood,90.49,55.25,Water Damage,8803.31,6410.78,94932.54999999999,79,7595
9165,Single-Family Home,30,573.2,Wood,37.69,24.64,Fire,14188.97,11134.05,46062.42,29,9212
2952,Apartment,22,716.3,Wood,21.21,53.24,Water Damage,8368.43,10576.26,47470.95,34,4747
1395,Single-Family Home,27,1416.2,Wood,32.37,21.95,Fire,18080.13,18636.28,101461.29,68,20292
3933,Apartment,43,581.1,Wood,19.42,82.95,Fire,12446.39,7725.81,49655.46,68,4966
3470,Commercial Building,39,2910.6,Steel,21.0,64.35,Fire,11349.94,36895.72,97817.51,19,48909
2767,Commercial Building,20,2695.1,Concrete,36.4,88.12,Water Damage,6328.63,10821.2,36319.12,25,18160
1883,Single-Family Home,47,3937.1,Wood,18.74,59.29,Fire,14909.85,32966.63,142763.66,68,28553
1426,Apartment,30,829.3,Concrete,25.53,48.57,Fire,16485.08,48713.21,119110.76,30,11911
9374,Single-Family Home,18,505.6,Wood,31.39,46.33,Water Damage,4506.21,4409.5,17620.34,34,3524
6990,Apartment,25,690.5,Wood,37.4,91.21,Water Damage,9901.83,8164.34,44204.76,65,4420
1558,-,17,1620.6,Wood,23.7,40.25,,9454.02,10802.77,41321.14,61,20661
7201,Commercial Building,10,5417.0,Wood,60.95,75.79,Fire,13138.23,19152.38,70448.13,72,35224
3542,Single-Family Home,13,157.9,Wood,37.66,41.48,Fire,14495.11,7121.39,36724.99,22,7345
3263,Single-Family Home,38,676.8,Wood,35.94,15.13,Theft,3258.31,2728.94,17889.42,27,3578
1871,-,46,744.9,Concrete,22.62,55.17,,8501.86,7444.71,38489.92,28,3849
3539,Single-Family Home,13,984.4,Wood,12.41,33.93,Fire,14754.34,18626.13,85748.77,59,17150
4436,Apartment,36,161.8,Wood,37.38,87.99,Water Damage,8919.56,6519.43,34397.07,30,3440
2179,Apartment,14,168.1,Wood,16.3,73.53,Theft,3305.08,3117.21,13544.13,34,1354
3205,Apartment,20,673.7,Concrete,34.49,28.93,Water Damage,7379.43,7538.01,35995.88,71,3600
4523,Commercial Building,42,5547.4,Wood,10.78,48.35,Water Damage,10767.89,25303.19,85314.91,50,42657
3585,Commercial Building,50,2936.2,Wood,14.92,81.45,Water Damage,7841.57,8297.92,35422.78,73,17711
6163,Commercial Building,15,6805.3,Concrete,23.77,50.56,Fire,14447.07,28114.32,116762.97,66,58381
1265,Apartment,47,308.7,Steel,97.09,64.31,Theft,3050.61,8552.49,25467.84,48,2547
1543,Commercial Building,10,1600.4,Wood,14.33,33.76,Water Damage,10077.47,9634.91,54796.94,42,27398
1533,Single-Family Home,14,2505.8,Wood,21.65,44.19,Fire,12417.85,17108.05,80003.33,50,16001
4153,Apartment,46,336.5,Concrete,37.39,40.64,Water Damage,8105.56,13543.1,39175.98,66,3918
504,Apartment,2,146.0,Concrete,39.67,39.14,Water Damage,7707.68,7951.29,34085.84,76,3409
4646,Apartment,49,196.0,Wood,16.23,84.6,Theft,2876.83,5003.37,17521.79,67,1752
4246,Single-Family Home,46,183.3,Wood,33.31,53.66,Theft,2978.53,5230.64,22790.49,69,4558
5263,Commercial Building,14,2756.6,Steel,39.02,50.51,Fire,14457.69,33833.48,98643.97,44,49322
8855,Single-Family Home,9,1521.0,Wood,41.89,79.56,Fire,13159.12,24992.73,66894.33,64,13379
8770,Single-Family Home,42,706.1,Wood,22.66,92.62,Water Damage,7312.9,9598.98,35057.44,47,7011
5848,Single-Family Home,1,3296.2,Wood,27.14,73.89,Fire,17647.31,17206.38,102823.24,50,20565
5514,Apartment,32,190.9,Concrete,11.99,30.03,Fire,14516.75,15631.52,73330.77,68,7333
5586,Single-Family Home,49,280.9,Wood,14.86,8.61,Water Damage,6430.33,14488.41,50872.67,19,10175
9496,Commercial Building,35,191.9,Wood,48.64,76.06,Theft,2836.17,3114.86,10407.59,62,5204
6787,Single-Family Home,47,2567.0,Wood,27.88,45.59,Fire,11750.75,18625.32,77499.39,70,15500
3897,Single-Family Home,10,776.4,Wood,35.31,57.79,Water Damage,7440.76,10169.25,45598.98,36,9120
8047,Single-Family Home,23,2401.6,Wood,33.52,84.3,Fire,13293.38,19323.7,234079.5,18,18726
453,Apartment,47,1324.4,Concrete,119.68,18.99,Fire,21093.34,41150.5,124725.32,19,12473
9050,Single-Family Home,23,1958.0,Wood,36.42,57.59,Fire,16839.74,22511.85,74408.53,26,14882
5856,Single-Family Home,34,137.5,Wood,27.48,45.42,Theft,2721.63,4900.76,20540.27,68,4108
2739,Single-Family Home,34,1735.2,Wood,13.26,59.05,Water Damage,7721.02,15978.47,53674.49,76,10735
2509,Single-Family Home,38,4418.3,Wood,57.52,60.45,Fire,14621.41,26841.2,123671.6,28,24734
84,Commercial Building,26,2948.1,Concrete,14.16,60.28,Water Damage,5818.17,8715.98,35862.26,30,17931
6535,-,47,2845.3,Wood,18.83,4.94,,6064.28,11206.75,33577.52,47,16789
9002,Single-Family Home,44,114.4,Wood,18.65,77.92,Water Damage,7814.93,17177.15,45297.16,62,9059
7842,Single-Family Home,14,591.1,Wood,10.16,39.12,Fire,10874.22,15298.37,70056.64,20,14011
2286,Apartment,5,95.2,Steel,19.58,50.41,Water Damage,11890.39,19622.33,64491.37,19,6449
2348,Single-Family Home,21,3092.2,Wood,10.43,61.83,Fire,13941.63,12785.0,78828.09,37,15766
3463,Commercial Building,48,1042.6,Steel,17.21,83.35,Water Damage,8829.36,24201.79,89176.64,80,44588
2467,Single-Family Home,32,992.4,Wood,20.23,10.45,Water Damage,7096.29,12372.0,31998.09,51,6400
2970,Commercial Building,24,748.3,Wood,29.16,55.1,Water Damage,7490.01,10790.98,41375.91,78,20688
4427,Apartment,15,827.6,Wood,53.96,27.69,Fire,14948.03,6331.06,59787.27,26,5979
2814,Single-Family Home,11,1474.1,Wood,35.36,71.71,Fire,20103.8,8571.89,72082.87,44,14417
1196,Commercial Building,13,5430.8,Concrete,10.97,43.18,Fire,19897.38,39140.5,120986.89,63,60493
881,Single-Family Home,46,754.2,Wood,24.47,71.19,Water Damage,9218.63,21526.92,47579.93,57,9516
822,Single-Family Home,7,548.4,Wood,15.82,55.45,Theft,3402.21,4501.28,18034.79,36,3607
5785,Single-Family Home,49,2546.4,Wood,11.39,57.23,Water Damage,9705.96,18370.75,80188.46,49,16038
1073,Single-Family Home,2,1780.0,Wood,33.13,73.32,Fire,14043.98,9525.16,68594.0,35,13719
2636,Single-Family Home,46,5135.4,Wood,26.87,85.94,Fire,16165.48,28399.41,128391.06,38,25678
4764,Apartment,38,1301.8,Steel,73.01,71.02,Water Damage,8343.45,22364.32,89576.68,72,8958
1105,Apartment,39,57.6,Wood,22.46,88.52,Fire,13324.4,10169.22,37737.78,77,3774
7388,Apartment,36,1177.8,Steel,30.56,57.32,Water Damage,8217.26,13573.97,63445.6,63,6345
8069,Apartment,35,108.0,Wood,32.55,10.31,Water Damage,8589.96,5190.25,21319.97,62,2132
4106,Single-Family Home,49,728.8,Wood,25.71,42.91,Water Damage,7990.68,6595.09,24736.25,53,4947
9513,Single-Family Home,45,340.9,Wood,22.17,36.14,Fire,13935.96,15264.2,48417.57,60,9684
8842,Commercial Building,13,1955.2,Wood,19.4,41.42,Water Damage,5277.4,7049.19,20264.74,63,10132
5975,Commercial Building,44,3377.4,Concrete,27.69,44.01,Water Damage,9509.07,18765.25,83064.55,25,41532
440,Commercial Building,8,2213.1,Steel,38.54,54.56,Theft,2540.1,5984.97,23260.44,20,11630
8775,Apartment,45,2458.6,Wood,12.94,74.37,Fire,18177.51,33919.26,124752.17,50,12475
5526,Apartment,43,571.3,Wood,39.06,76.92,Water Damage,8275.85,14508.35,43401.43,32,4340
6293,Commercial Building,41,1586.2,Wood,19.19,8.66,Fire,14232.94,29987.97,111574.02,26,55787
3020,-,9,2569.9,Wood,12.2,68.75,,13912.54,23850.93,83223.54,34,16645
5999,-,29,51.1,Steel,112.54,54.27,,3310.45,4171.21,19573.73,78,1957
8332,Single-Family Home,14,2662.8,Wood,19.47,53.93,Fire,14849.94,23526.01,83725.71,23,16745
4458,Apartment,40,395.0,Wood,14.29,71.69,Fire,15342.06,13914.4,61362.08,52,6136
834,Apartment,28,410.3,Wood,18.67,75.52,Water Damage,6802.48,4472.12,77440.85,38,3098
9743,Commercial Building,41,5520.3,Concrete,18.37,79.75,Fire,18576.93,14643.35,73094.21,30,36547
3968,Apartment,31,72.2,Concrete,36.24,38.48,Theft,1973.95,2725.3,9359.06,61,936
4602,Commercial Building,5,1804.0,Concrete,27.76,85.35,Water Damage,8454.32,7146.13,45896.27,32,22948
1518,Single-Family Home,3,2705.7,Wood,13.49,56.0,Fire,17156.84,14468.22,70271.32,37,14054
9768,Single-Family Home,44,755.7,Wood,34.33,89.0,Theft,2876.97,5482.12,22852.15,58,4570
5805,Single-Family Home,7,1334.7,Wood,22.45,48.94,Fire,14058.45,24668.91,77783.89,60,15557
6786,Apartment,1,706.5,Concrete,20.23,84.31,Water Damage,7773.91,16713.52,48064.95,24,4806
8860,Apartment,25,159.1,Wood,27.99,22.07,Water Damage,8180.76,12332.65,40394.72,39,4039
5995,Apartment,1,353.3,Wood,18.52,52.98,Water Damage,8254.37,5028.54,21449.82,79,2145
2673,Apartment,45,556.9,Wood,23.56,25.74,Water Damage,5794.65,13469.45,36044.83,29,3604
1370,Single-Family Home,37,1401.2,Wood,31.54,60.25,Fire,7768.89,15946.25,36372.39,23,7274
